timestamp,datetime,urllc_rtt_ms,urllc_rtt_max_ms,urllc_fails,embb_mbps,embb_rate_mbit,mmtc_msgs,mmtc_rate_per_min,sla_violated,orchestrator_type,orchestrator_state,violation_streak,recovery_streak,action_taken,decision_latency_ms,reasoning,node_cpu_percent,node_memory_percent,traffic_level,orchestrator_label,embb_ue_count,urllc_ue_count,mmtc_ue_count,run_id,sample_index
1780931495.639192,2026-06-08 20:41:35,12.5,17.8,0,152.1,1000,83,41.5,0,rule_based,0,0,1,no_action,0.243,RTT=12.5ms within SLA (<15.0ms); eMBB at 1000Mbit — no action required,9.6,68.3,low,rule_based,1,1,1,rb_low_20260608_224135,0
1780931497.639192,2026-06-08 20:41:37,12.57,14.1,0,188.4,1000,64,32.0,0,rule_based,0,0,2,no_action,0.106,RTT=12.6ms within SLA (<15.0ms); eMBB at 1000Mbit — no action required,25.5,65.8,low,rule_based,1,1,1,rb_low_20260608_224135,1
1780931499.639192,2026-06-08 20:41:39,13.55,21.4,0,140.3,1000,63,31.5,0,rule_based,0,0,3,no_action,0.793,RTT=13.6ms within SLA (<15.0ms); eMBB at 1000Mbit — no action required,22.1,67.9,low,rule_based,1,1,1,rb_low_20260608_224135,2
1780931501.639192,2026-06-08 20:41:41,13.96,21.2,0,101.6,1000,75,37.5,0,rule_based,0,0,4,no_action,0.49,RTT=14.0ms within SLA (<15.0ms); eMBB at 1000Mbit — no action required,17.7,66.0,low,rule_based,1,1,1,rb_low_20260608_224135,3
1780931503.639192,2026-06-08 20:41:43,14.05,15.8,0,71.5,1000,111,55.5,0,rule_based,0,0,5,no_action,0.483,RTT=14.1ms within SLA (<15.0ms); eMBB at 1000Mbit — no action required,21.7,70.1,low,rule_based,1,1,1,rb_low_20260608_224135,4
1780931505.639192,2026-06-08 20:41:45,13.14,14.8,0,61.5,1000,94,47.0,0,rule_based,0,0,6,no_action,0.353,RTT=13.1ms within SLA (<15.0ms); eMBB at 1000Mbit — no action required,13.8,73.0,low,rule_based,1,1,1,rb_low_20260608_224135,5
1780931507.639192,2026-06-08 20:41:47,13.74,16.4,0,126.7,1000,88,44.0,0,rule_based,0,0,7,no_action,0.474,RTT=13.7ms within SLA (<15.0ms); eMBB at 1000Mbit — no action required,19.7,69.0,low,rule_based,1,1,1,rb_low_20260608_224135,6
1780931509.639192,2026-06-08 20:41:49,14.1,15.4,0,74.8,1000,96,48.0,0,rule_based,0,0,8,no_action,0.276,RTT=14.1ms within SLA (<15.0ms); eMBB at 1000Mbit — no action required,18.4,65.5,low,rule_based,1,1,1,rb_low_20260608_224135,7
1780931511.639192,2026-06-08 20:41:51,13.64,19.4,0,113.7,1000,50,25.0,0,rule_based,0,0,9,no_action,0.769,RTT=13.6ms within SLA (<15.0ms); eMBB at 1000Mbit — no action required,24.9,67.2,low,rule_based,1,1,1,rb_low_20260608_224135,8
1780931513.639192,2026-06-08 20:41:53,12.99,15.4,0,133.0,1000,95,47.5,0,rule_based,0,0,10,no_action,0.655,RTT=13.0ms within SLA (<15.0ms); eMBB at 1000Mbit — no action required,13.1,64.6,low,rule_based,1,1,1,rb_low_20260608_224135,9
1780931515.639192,2026-06-08 20:41:55,12.92,15.6,0,125.7,1000,75,37.5,0,rule_based,0,0,11,no_action,0.436,RTT=12.9ms within SLA (<15.0ms); eMBB at 1000Mbit — no action required,21.2,78.1,low,rule_based,1,1,1,rb_low_20260608_224135,10
1780931517.639192,2026-06-08 20:41:57,14.18,14.7,0,139.0,1000,93,46.5,0,rule_based,0,0,12,no_action,0.126,RTT=14.2ms within SLA (<15.0ms); eMBB at 1000Mbit — no action required,15.9,63.5,low,rule_based,1,1,1,rb_low_20260608_224135,11
1780931519.639192,2026-06-08 20:41:59,13.45,18.2,0,136.8,1000,105,52.5,0,rule_based,0,0,13,no_action,0.782,RTT=13.4ms within SLA (<15.0ms); eMBB at 1000Mbit — no action required,16.6,61.3,low,rule_based,1,1,1,rb_low_20260608_224135,12
1780931521.639192,2026-06-08 20:42:01,12.5,19.2,0,130.5,1000,96,48.0,0,rule_based,0,0,14,no_action,0.679,RTT=12.5ms within SLA (<15.0ms); eMBB at 1000Mbit — no action required,10.8,70.5,low,rule_based,1,1,1,rb_low_20260608_224135,13
1780931523.639192,2026-06-08 20:42:03,12.69,16.7,0,138.8,1000,78,39.0,0,rule_based,0,0,15,no_action,0.212,RTT=12.7ms within SLA (<15.0ms); eMBB at 1000Mbit — no action required,17.4,73.9,low,rule_based,1,1,1,rb_low_20260608_224135,14
1780931525.639192,2026-06-08 20:42:05,13.93,20.1,0,121.1,1000,74,37.0,0,rule_based,0,0,16,no_action,0.337,RTT=13.9ms within SLA (<15.0ms); eMBB at 1000Mbit — no action required,21.1,68.8,low,rule_based,1,1,1,rb_low_20260608_224135,15
1780931527.639192,2026-06-08 20:42:07,13.16,15.8,0,111.5,1000,68,34.0,0,rule_based,0,0,17,no_action,0.741,RTT=13.2ms within SLA (<15.0ms); eMBB at 1000Mbit — no action required,14.7,73.9,low,rule_based,1,1,1,rb_low_20260608_224135,16
1780931529.639192,2026-06-08 20:42:09,12.87,17.9,0,84.1,1000,76,38.0,0,rule_based,0,0,18,no_action,0.529,RTT=12.9ms within SLA (<15.0ms); eMBB at 1000Mbit — no action required,15.6,70.8,low,rule_based,1,1,1,rb_low_20260608_224135,17
