timestamp,datetime,urllc_rtt_ms,urllc_rtt_max_ms,urllc_fails,embb_mbps,embb_rate_mbit,mmtc_msgs,mmtc_rate_per_min,sla_violated,orchestrator_type,orchestrator_state,violation_streak,recovery_streak,action_taken,decision_latency_ms,reasoning,node_cpu_percent,node_memory_percent,traffic_level,orchestrator_label,embb_ue_count,urllc_ue_count,mmtc_ue_count,run_id,sample_index
1778681007.6866095,2026-05-13 19:33:27,14.83,21.2,0,109.8,50,0,0,0,rule_based,1,0,2,hold_throttle,0.01,RTT=14.8ms still elevated (streak=0); maintaining throttle at 50Mbps,11,82,high,rule_based,3,3,5,20260513_193221,0
1778681008.9793622,2026-05-13 19:33:28,14.83,21.2,0,109.8,50,0,0,0,rule_based,1,0,2,hold_throttle,0.01,RTT=14.8ms still elevated (streak=0); maintaining throttle at 50Mbps,11,82,high,rule_based,3,3,5,20260513_193156,1
1778681009.6154172,2026-05-13 19:33:29,14.83,21.2,0,109.8,50,0,0,0,rule_based,1,0,2,hold_throttle,0.01,RTT=14.8ms still elevated (streak=0); maintaining throttle at 50Mbps,11,82,high,rule_based,3,3,5,20260513_193221,2
1778681011.068416,2026-05-13 19:33:31,14.83,21.2,0,109.8,50,0,0,0,rule_based,1,0,2,hold_throttle,0.01,RTT=14.8ms still elevated (streak=0); maintaining throttle at 50Mbps,10,82,high,rule_based,3,3,5,20260513_193156,3
1778681011.6869519,2026-05-13 19:33:31,14.83,21.2,0,109.8,50,0,0,0,rule_based,1,0,2,hold_throttle,0.01,RTT=14.8ms still elevated (streak=0); maintaining throttle at 50Mbps,12,82,high,rule_based,3,3,5,20260513_193221,4
1778681012.9850326,2026-05-13 19:33:32,14.83,21.2,0,31.1,50,0,0,0,rule_based,1,0,3,hold_throttle,0.01,RTT=14.8ms still elevated (streak=0); maintaining throttle at 50Mbps,12,82,high,rule_based,3,3,5,20260513_193156,5
1778681013.641524,2026-05-13 19:33:33,14.83,21.2,0,31.1,50,0,0,0,rule_based,1,0,3,hold_throttle,0.01,RTT=14.8ms still elevated (streak=0); maintaining throttle at 50Mbps,9,82,high,rule_based,3,3,5,20260513_193221,6
1778681015.152109,2026-05-13 19:33:35,14.83,21.2,0,31.1,50,0,0,0,rule_based,1,0,3,hold_throttle,0.01,RTT=14.8ms still elevated (streak=0); maintaining throttle at 50Mbps,12,82,high,rule_based,3,3,5,20260513_193156,7
1778681015.6633341,2026-05-13 19:33:35,14.83,21.2,0,31.1,50,0,0,0,rule_based,1,0,3,hold_throttle,0.01,RTT=14.8ms still elevated (streak=0); maintaining throttle at 50Mbps,15,82,high,rule_based,3,3,5,20260513_193221,8
1778681016.9822252,2026-05-13 19:33:36,14.83,21.2,0,31.1,50,0,0,0,rule_based,1,0,3,hold_throttle,0.09,RTT=14.8ms still elevated (streak=0); maintaining throttle at 50Mbps,14,82,high,rule_based,3,3,5,20260513_193156,9
1778681017.6306934,2026-05-13 19:33:37,14.83,21.2,0,31.1,50,0,0,0,rule_based,1,0,3,hold_throttle,0.03,RTT=14.8ms still elevated (streak=0); maintaining throttle at 50Mbps,11,82,high,rule_based,3,3,5,20260513_193221,10
1778681019.0540886,2026-05-13 19:33:39,14.83,21.2,0,96.8,50,0,0,0,rule_based,1,0,4,hold_throttle,0.02,RTT=14.8ms still elevated (streak=0); maintaining throttle at 50Mbps,9,82,high,rule_based,3,3,5,20260513_193156,11
1778681019.6929595,2026-05-13 19:33:39,14.83,21.2,0,96.8,50,0,0,0,rule_based,1,0,4,hold_throttle,0.01,RTT=14.8ms still elevated (streak=0); maintaining throttle at 50Mbps,10,82,high,rule_based,3,3,5,20260513_193221,12
1778681020.9852517,2026-05-13 19:33:40,14.83,21.2,0,96.8,50,0,0,0,rule_based,1,0,4,hold_throttle,0.01,RTT=14.8ms still elevated (streak=0); maintaining throttle at 50Mbps,10,82,high,rule_based,3,3,5,20260513_193156,13
1778681021.7038925,2026-05-13 19:33:41,14.83,21.2,0,96.8,50,0,0,0,rule_based,1,0,4,hold_throttle,0.01,RTT=14.8ms still elevated (streak=0); maintaining throttle at 50Mbps,11,82,high,rule_based,3,3,5,20260513_193221,14
1778681023.131431,2026-05-13 19:33:43,14.83,21.2,0,96.8,50,0,0,0,rule_based,1,0,4,hold_throttle,0.01,RTT=14.8ms still elevated (streak=0); maintaining throttle at 50Mbps,14,82,high,rule_based,3,3,5,20260513_193156,15
1778681023.642026,2026-05-13 19:33:43,14.83,21.2,0,96.8,50,0,0,0,rule_based,1,0,4,hold_throttle,0.01,RTT=14.8ms still elevated (streak=0); maintaining throttle at 50Mbps,12,82,high,rule_based,3,3,5,20260513_193221,16
1778681024.9852223,2026-05-13 19:33:44,14.83,21.2,0,98.6,1000,0,0,0,rule_based,1,0,5,hold_throttle,0.01,RTT=14.8ms still elevated (streak=0); maintaining throttle at 1000Mbps,13,82,high,rule_based,3,3,5,20260513_193156,17
1778681025.6601496,2026-05-13 19:33:45,14.83,21.2,0,98.6,1000,0,0,0,rule_based,1,0,5,hold_throttle,0.01,RTT=14.8ms still elevated (streak=0); maintaining throttle at 1000Mbps,13,82,high,rule_based,3,3,5,20260513_193221,18
1778698808.1534786,2026-05-14 00:30:08,15.73,31.5,0,123.4,50,100,0,1,rule_based,1,0,0,hold_throttle,0.01,RTT=15.7ms still elevated (streak=0); maintaining throttle at 50Mbps,5,85,high,rule_based,3,3,5,20260514_002915,19
1778698810.1932204,2026-05-14 00:30:10,15.73,31.5,0,123.4,50,100,0,1,rule_based,1,0,0,hold_throttle,0.01,RTT=15.7ms still elevated (streak=0); maintaining throttle at 50Mbps,9,85,high,rule_based,3,3,5,20260514_002915,20
1778698812.2023816,2026-05-14 00:30:12,15.73,31.5,0,130.8,50,400,8959.0,1,rule_based,1,0,0,hold_throttle,0.01,RTT=15.7ms still elevated (streak=0); maintaining throttle at 50Mbps,11,84,high,rule_based,3,3,5,20260514_002915,21
1778698814.1921837,2026-05-14 00:30:14,15.73,31.5,0,130.8,50,400,0,1,rule_based,1,0,0,hold_throttle,0.01,RTT=15.7ms still elevated (streak=0); maintaining throttle at 50Mbps,6,85,high,rule_based,3,3,5,20260514_002915,22
1778698816.1052086,2026-05-14 00:30:16,15.73,31.5,0,130.8,50,400,0,1,rule_based,1,0,0,hold_throttle,0.01,RTT=15.7ms still elevated (streak=0); maintaining throttle at 50Mbps,5,84,high,rule_based,3,3,5,20260514_002915,23
1778698818.186884,2026-05-14 00:30:18,15.63,28.1,0,111.2,50,100,0,1,rule_based,1,0,0,hold_throttle,0.01,RTT=15.6ms still elevated (streak=0); maintaining throttle at 50Mbps,9,84,high,rule_based,3,3,5,20260514_002915,24
1778698820.1448066,2026-05-14 00:30:20,15.63,28.1,0,111.2,50,100,0,1,rule_based,1,0,0,hold_throttle,0.01,RTT=15.6ms still elevated (streak=0); maintaining throttle at 50Mbps,9,85,high,rule_based,3,3,5,20260514_002915,25
1778698822.1991844,2026-05-14 00:30:22,15.63,28.1,0,111.2,50,100,0,1,rule_based,1,0,0,hold_throttle,0.01,RTT=15.6ms still elevated (streak=0); maintaining throttle at 50Mbps,5,85,high,rule_based,3,3,5,20260514_002915,26
1778698824.1169264,2026-05-14 00:30:24,15.63,28.1,0,136.1,50,100,0,1,rule_based,1,0,0,hold_throttle,0.01,RTT=15.6ms still elevated (streak=0); maintaining throttle at 50Mbps,10,84,high,rule_based,3,3,5,20260514_002915,27
1778698826.2036,2026-05-14 00:30:26,15.63,28.1,0,136.1,50,100,0,1,rule_based,1,0,0,hold_throttle,0.01,RTT=15.6ms still elevated (streak=0); maintaining throttle at 50Mbps,6,84,high,rule_based,3,3,5,20260514_002915,28
1778698828.2282045,2026-05-14 00:30:28,15.63,28.1,0,136.1,50,100,0,1,rule_based,1,0,0,hold_throttle,0.01,RTT=15.6ms still elevated (streak=0); maintaining throttle at 50Mbps,5,84,high,rule_based,3,3,5,20260514_002915,29
