timestamp,datetime,urllc_rtt_ms,urllc_rtt_max_ms,urllc_fails,embb_mbps,embb_rate_mbit,mmtc_msgs,mmtc_rate_per_min,sla_violated,orchestrator_type,orchestrator_state,violation_streak,recovery_streak,action_taken,decision_latency_ms,reasoning,node_cpu_percent,node_memory_percent,traffic_level,orchestrator_label,embb_ue_count,urllc_ue_count,mmtc_ue_count,run_id,sample_index
1778680970.945271,2026-05-13 19:32:50,13.3,0.0,0,76.9,1000,0,0,0,rule_based,0,0,0,no_action,0.01,RTT=13.3ms within SLA (<15ms); eMBB at 1000Mbps,8,82,medium,rule_based,3,3,3,20260513_193156,0
1778680971.4293113,2026-05-13 19:32:51,13.3,0.0,0,76.9,1000,0,0,0,rule_based,0,0,0,no_action,0.01,RTT=13.3ms within SLA (<15ms); eMBB at 1000Mbps,8,82,medium,rule_based,3,3,3,20260513_193221,1
1778680972.9183023,2026-05-13 19:32:52,13.3,0.0,0,76.9,1000,0,0,0,rule_based,0,0,0,no_action,0.01,RTT=13.3ms within SLA (<15ms); eMBB at 1000Mbps,9,82,medium,rule_based,3,3,3,20260513_193156,2
1778680973.6071637,2026-05-13 19:32:53,13.3,0.0,0,76.9,1000,0,0,0,rule_based,0,0,0,no_action,0.01,RTT=13.3ms within SLA (<15ms); eMBB at 1000Mbps,11,82,medium,rule_based,3,3,3,20260513_193221,3
1778680974.9252827,2026-05-13 19:32:54,13.3,0.0,0,76.9,1000,0,0,0,rule_based,0,0,0,no_action,0.01,RTT=13.3ms within SLA (<15ms); eMBB at 1000Mbps,12,82,medium,rule_based,3,3,3,20260513_193156,4
1778680975.468432,2026-05-13 19:32:55,13.3,0.0,0,76.9,1000,0,0,0,rule_based,0,0,0,no_action,0.01,RTT=13.3ms within SLA (<15ms); eMBB at 1000Mbps,9,82,medium,rule_based,3,3,3,20260513_193221,5
1778682526.2471752,2026-05-13 19:58:46,19.2,0.0,0,72.9,50,0,0,1,rule_based,1,0,0,hold_throttle,0.01,RTT=19.2ms still elevated (streak=0); maintaining throttle at 50Mbps,20,84,medium,rule_based,3,3,3,20260513_193156,6
1778682527.3819919,2026-05-13 19:58:47,19.2,0.0,0,72.9,50,0,0,1,rule_based,1,0,0,hold_throttle,0.01,RTT=19.2ms still elevated (streak=0); maintaining throttle at 50Mbps,13,84,medium,rule_based,3,3,3,20260513_193455,7
1778682527.3896286,2026-05-13 19:58:47,19.2,0.0,0,72.9,50,0,0,1,rule_based,1,0,0,hold_throttle,0.01,RTT=19.2ms still elevated (streak=0); maintaining throttle at 50Mbps,13,84,medium,rule_based,3,3,3,20260513_193221,8
1778682528.2201247,2026-05-13 19:58:48,19.2,0.0,0,72.9,50,0,0,1,rule_based,1,0,0,hold_throttle,0.01,RTT=19.2ms still elevated (streak=0); maintaining throttle at 50Mbps,11,84,medium,rule_based,3,3,3,20260513_193156,9
1778682529.3053815,2026-05-13 19:58:49,19.2,0.0,0,72.9,50,0,0,1,rule_based,1,0,0,hold_throttle,0.03,RTT=19.2ms still elevated (streak=0); maintaining throttle at 50Mbps,10,84,medium,rule_based,3,3,3,20260513_193221,10
1778682529.3735943,2026-05-13 19:58:49,19.2,0.0,0,72.9,50,0,0,1,rule_based,1,0,0,hold_throttle,0.01,RTT=19.2ms still elevated (streak=0); maintaining throttle at 50Mbps,10,84,medium,rule_based,3,3,3,20260513_193455,11
1778682530.3064253,2026-05-13 19:58:50,19.2,0.0,0,72.9,50,0,0,1,rule_based,1,0,0,hold_throttle,0.01,RTT=19.2ms still elevated (streak=0); maintaining throttle at 50Mbps,10,84,medium,rule_based,3,3,3,20260513_193156,12
1778682535.3644345,2026-05-13 19:58:55,15.5,20.0,0,67.3,50,0,0,1,rule_based,1,0,1,hold_throttle,0.01,RTT=15.5ms still elevated (streak=0); maintaining throttle at 50Mbps,14,84,medium,rule_based,3,3,3,20260513_193221,13
1778682535.415777,2026-05-13 19:58:55,15.5,20.0,0,67.3,50,0,0,1,rule_based,1,0,1,hold_throttle,0.01,RTT=15.5ms still elevated (streak=0); maintaining throttle at 50Mbps,14,83,medium,rule_based,3,3,3,20260513_193455,14
1778682536.232785,2026-05-13 19:58:56,15.5,20.0,0,131.9,50,0,0,1,rule_based,1,0,1,hold_throttle,0.01,RTT=15.5ms still elevated (streak=0); maintaining throttle at 50Mbps,17,84,medium,rule_based,3,3,3,20260513_193156,15
1778682537.3252208,2026-05-13 19:58:57,15.5,20.0,0,131.9,50,0,0,1,rule_based,1,0,1,hold_throttle,0.01,RTT=15.5ms still elevated (streak=0); maintaining throttle at 50Mbps,19,84,medium,rule_based,3,3,3,20260513_193221,16
1778682537.373078,2026-05-13 19:58:57,15.5,20.0,0,131.9,50,0,0,1,rule_based,1,0,1,hold_throttle,0.01,RTT=15.5ms still elevated (streak=0); maintaining throttle at 50Mbps,19,83,medium,rule_based,3,3,3,20260513_193455,17
1778682538.3015845,2026-05-13 19:58:58,15.5,20.0,0,131.9,50,0,0,1,rule_based,1,0,1,hold_throttle,0.01,RTT=15.5ms still elevated (streak=0); maintaining throttle at 50Mbps,14,84,medium,rule_based,3,3,3,20260513_193156,18
1778682539.3500087,2026-05-13 19:58:59,15.5,20.0,0,131.9,50,0,0,1,rule_based,1,0,1,hold_throttle,0.01,RTT=15.5ms still elevated (streak=0); maintaining throttle at 50Mbps,18,84,medium,rule_based,3,3,3,20260513_193455,19
1778682539.3622546,2026-05-13 19:58:59,15.5,20.0,0,131.9,50,0,0,1,rule_based,1,0,1,hold_throttle,0.01,RTT=15.5ms still elevated (streak=0); maintaining throttle at 50Mbps,19,84,medium,rule_based,3,3,3,20260513_193221,20
1778682540.254782,2026-05-13 19:59:00,15.5,20.0,0,131.9,50,0,0,1,rule_based,1,0,1,hold_throttle,0.01,RTT=15.5ms still elevated (streak=0); maintaining throttle at 50Mbps,21,84,medium,rule_based,3,3,3,20260513_193156,21
